City,Property_name,Category,Booking_platform,Check_in_date,Total_successful_bookings,Total_capacity,Occupancy%,column1
Hyderabad,Atliq Bay,Luxury,others,30-May-22,181719,360459,0.5041322314049587,30 May 2022
Hyderabad,Atliq Bay,Luxury,direct online,30-Jun-22,55328,88088,0.628099173553719,30 Jun 2022
Hyderabad,Atliq Bay,Luxury,journey,27-May-22,31609,52393,0.6033057851239669,27 May 2022
Hyderabad,Atliq Bay,Luxury,direct offline,09-Jun-22,30492,47916,0.6363636363636364,09 Jun 2022
Hyderabad,Atliq Palace,Business,journey,29-Jul-22,12768,29488,0.4329896907216495,29 Jul 2022
Hyderabad,Atliq Palace,Business,journey,27-Jul-22,12464,29488,0.422680412371134,27 Jul 2022
Bangalore,Atliq Grands,Luxury,makeyourtrip,26-Jun-22,58344,94588,0.616822429906542,26 Jun 2022
Bangalore,Atliq Grands,Luxury,tripster,24-Jun-22,11628,34561,0.3364485981308411,24 Jun 2022
Bangalore,Atliq City,Business,logtrip,30-Jun-22,46020,70092,0.6565656565656566,30 Jun 2022
Bangalore,Atliq Blu,Luxury,logtrip,10-May-22,37200,70200,0.5299145299145299,10 May 2022
Bangalore,Atliq Bay,Luxury,others,18-Jun-22,209409,231072,0.90625,18 Jun 2022
Bangalore,Atliq Bay,Luxury,others,03-Jun-22,113129,231072,0.4895833333333333,03 Jun 2022
Bangalore,Atliq Bay,Luxury,makeyourtrip,28-Jun-22,68962,114144,0.6041666666666666,28 Jun 2022
Bangalore,Atliq Bay,Luxury,direct offline,15-Jul-22,19072,28608,0.6666666666666666,15 Jul 2022
Bangalore,Atliq Palace,Business,direct online,07-Jul-22,30495,58850,0.5181818181818182,07 Jul 2022
Bangalore,Atliq Palace,Business,direct offline,09-Jun-22,15400,30250,0.509090909090909,09 Jun 2022
Bangalore,Atliq Palace,Business,journey,14-May-22,26322,35310,0.7454545454545455,14 May 2022
Mumbai,Atliq Seasons,Business,direct offline,19-Jun-22,9702,19206,0.5051546391752577,19 Jun 2022
Mumbai,Atliq Seasons,Business,direct offline,06-Jun-22,8316,19206,0.4329896907216495,06 Jun 2022
Delhi,Atliq Grands,Luxury,tripster,24-Jul-22,9389,11908,0.7884615384615384,24 Jul 2022
Mumbai,Atliq Exotica,Luxury,journey,11-Jul-22,60180,93014,0.6469993764379556,11 Jul 2022
Mumbai,Atliq Exotica,Luxury,makeyourtrip,21-Jun-22,158195,296230,0.5340276136785606,21 Jun 2022
Mumbai,Atliq Exotica,Luxury,others,22-Jun-22,310810,610212,0.5093475710081087,22 Jun 2022
Mumbai,Atliq Exotica,Luxury,direct online,15-Jul-22,91832,152883,0.6006684850506596,15 Jul 2022
Mumbai,Atliq Exotica,Luxury,logtrip,28-Jul-22,85207,171611,0.4965124613224094,28 Jul 2022
Mumbai,Atliq Exotica,Luxury,logtrip,16-Jun-22,108506,171611,0.6322788166259738,16 Jun 2022
Delhi,Atliq City,Business,tripster,15-Jul-22,16660,32300,0.5157894736842106,15 Jul 2022
Delhi,Atliq City,Business,makeyourtrip,29-Jun-22,48568,88730,0.5473684210526316,29 Jun 2022
Delhi,Atliq City,Business,others,01-Jun-22,76520,181735,0.42105263157894735,01 Jun 2022
Delhi,Atliq Bay,Luxury,makeyourtrip,18-Jul-22,38294,91532,0.41836734693877553,18 Jul 2022
Delhi,Atliq Bay,Luxury,direct offline,20-Jul-22,9061,21658,0.41836734693877553,20 Jul 2022
Delhi,Atliq Palace,Business,makeyourtrip,13-Jul-22,101920,170352,0.5982905982905983,13 Jul 2022
Delhi,Atliq Palace,Business,direct offline,10-May-22,25382,40131,0.6324786324786325,10 May 2022
Delhi,Atliq Palace,Business,journey,18-Jul-22,25023,51363,0.48717948717948717,18 Jul 2022
Mumbai,Atliq Grands,Luxury,makeyourtrip,13-May-22,57402,108426,0.5294117647058824,13 May 2022
Mumbai,Atliq Grands,Luxury,logtrip,28-May-22,44460,58140,0.7647058823529411,28 May 2022
Mumbai,Atliq Grands,Luxury,logtrip,18-May-22,23940,58140,0.4117647058823529,18 May 2022
Mumbai,Atliq Grands,Luxury,journey,07-May-22,23556,30804,0.7647058823529411,07 May 2022
Mumbai,Atliq Grands,Luxury,direct offline,14-Jul-22,12084,23256,0.5196078431372549,14 Jul 2022
Mumbai,Atliq Grands,Luxury,tripster,04-May-22,18666,37332,0.5,04 May 2022
Mumbai,Atliq Grands,Luxury,direct online,21-Jul-22,19992,48552,0.4117647058823529,21 Jul 2022
Mumbai,Atliq City,Business,tripster,18-May-22,22083,53259,0.4146341463414634,18 May 2022
Mumbai,Atliq Blu,Luxury,makeyourtrip,17-Jun-22,52676,86105,0.611764705882353,17 Jun 2022
Mumbai,Atliq Blu,Luxury,direct offline,29-May-22,16191,21845,0.7411764705882353,29 May 2022
Mumbai,Atliq Blu,Luxury,tripster,10-May-22,18003,30005,0.6,10 May 2022
Mumbai,Atliq Bay,Luxury,tripster,02-May-22,9614,20999,0.4578313253012048,02 May 2022
Mumbai,Atliq Palace,Business,others,07-Jun-22,171336,269984,0.6346153846153846,07 Jun 2022
Mumbai,Atliq Palace,Business,direct offline,05-Jul-22,21873,32968,0.6634615384615384,05 Jul 2022
Hyderabad,Atliq Grands,Luxury,journey,16-Jun-22,12596,24388,0.5164835164835165,16 Jun 2022
Hyderabad,Atliq Grands,Luxury,journey,03-Jun-22,10452,24388,0.42857142857142855,03 Jun 2022
Hyderabad,Atliq Exotica,Luxury,others,07-Jun-22,113076,268032,0.421875,07 Jun 2022
Hyderabad,Atliq Exotica,Luxury,others,01-Jun-22,92136,268032,0.34375,01 Jun 2022
Hyderabad,Atliq Exotica,Luxury,logtrip,31-Jul-22,37824,75648,0.5,31 Jul 2022
Hyderabad,Atliq Exotica,Luxury,makeyourtrip,19-Jul-22,46200,134400,0.34375,19 Jul 2022
Hyderabad,Atliq Exotica,Luxury,makeyourtrip,16-May-22,50400,134400,0.375,16 May 2022
Hyderabad,Atliq City,Business,makeyourtrip,10-May-22,88641,144207,0.6146788990825688,10 May 2022
Hyderabad,Atliq City,Business,tripster,29-Jun-22,31008,49704,0.6238532110091743,29 Jun 2022
Hyderabad,Atliq City,Business,tripster,05-May-22,30552,49704,0.6146788990825688,05 May 2022
Hyderabad,Atliq Blu,Luxury,logtrip,19-Jul-22,38718,76719,0.5046728971962616,19 Jul 2022
Hyderabad,Atliq Blu,Luxury,logtrip,09-Jul-22,65964,76719,0.8598130841121495,09 Jul 2022
Hyderabad,Atliq Blu,Luxury,makeyourtrip,07-May-22,125324,138244,0.9065420560747663,07 May 2022
Hyderabad,Atliq Blu,Luxury,direct offline,23-May-22,20837,33277,0.6261682242990654,23 May 2022
Hyderabad,Atliq Bay,Luxury,makeyourtrip,22-Jul-22,87143,178717,0.48760330578512395,22 Jul 2022
Hyderabad,Atliq Bay,Luxury,direct online,29-May-22,72072,88088,0.8181818181818182,29 May 2022
Hyderabad,Atliq Bay,Luxury,direct offline,17-Jun-22,28908,47916,0.6033057851239669,17 Jun 2022
Hyderabad,Atliq Palace,Business,journey,10-May-22,15504,29488,0.5257731958762887,10 May 2022
Hyderabad,Atliq Palace,Business,makeyourtrip,02-May-22,48603,92441,0.5257731958762887,02 May 2022
Bangalore,Atliq Grands,Luxury,logtrip,08-May-22,28352,47401,0.5981308411214953,08 May 2022
Bangalore,Atliq Grands,Luxury,direct online,10-Jun-22,20835,49541,0.4205607476635514,10 Jun 2022
Bangalore,Atliq Grands,Luxury,direct offline,05-May-22,10950,23433,0.4672897196261682,05 May 2022
Bangalore,Atliq Exotica,Luxury,makeyourtrip,24-May-22,42872,88540,0.4842105263157895,24 May 2022
Bangalore,Atliq Exotica,Luxury,tripster,11-Jun-22,25560,34200,0.7473684210526316,11 Jun 2022
Bangalore,Atliq City,Business,makeyourtrip,20-Jun-22,57171,110979,0.5151515151515151,20 Jun 2022
Bangalore,Atliq City,Business,direct online,27-Jul-22,30478,61578,0.494949494949495,27 Jul 2022
Bangalore,Atliq Blu,Luxury,direct offline,11-Jul-22,19096,36036,0.5299145299145299,11 Jul 2022
Bangalore,Atliq Blu,Luxury,direct offline,23-Jun-22,14168,36036,0.39316239316239315,23 Jun 2022
Bangalore,Atliq Blu,Luxury,direct online,17-Jul-22,39620,66222,0.5982905982905983,17 Jul 2022
Bangalore,Atliq Bay,Luxury,journey,06-May-22,23360,35040,0.6666666666666666,06 May 2022
Bangalore,Atliq Bay,Luxury,logtrip,17-Jun-22,34633,56352,0.6145833333333334,17 Jun 2022
Bangalore,Atliq Bay,Luxury,direct offline,11-May-22,18476,28608,0.6458333333333334,11 May 2022
Bangalore,Atliq Bay,Luxury,direct online,05-Jul-22,37262,57696,0.6458333333333334,05 Jul 2022
Bangalore,Atliq Palace,Business,logtrip,31-May-22,26840,67100,0.4,31 May 2022
Bangalore,Atliq Palace,Business,logtrip,15-May-22,43920,67100,0.6545454545454545,15 May 2022
Bangalore,Atliq Palace,Business,others,23-Jul-22,147225,249150,0.5909090909090909,23 Jul 2022
Bangalore,Atliq Palace,Business,others,26-May-22,120045,249150,0.4818181818181818,26 May 2022
Bangalore,Atliq Palace,Business,direct online,23-Jul-22,34775,58850,0.5909090909090909,23 Jul 2022
Bangalore,Atliq Palace,Business,direct online,28-May-22,44940,58850,0.7636363636363637,28 May 2022
Bangalore,Atliq Palace,Business,direct offline,17-Jun-22,14575,30250,0.4818181818181818,17 Jun 2022
Mumbai,Atliq Seasons,Business,makeyourtrip,25-Jul-22,27710,79055,0.35051546391752575,25 Jul 2022
Delhi,Atliq Grands,Luxury,others,04-Jun-22,53464,67808,0.7884615384615384,04 Jun 2022
Delhi,Atliq Grands,Luxury,logtrip,15-Jun-22,11583,18252,0.6346153846153846,15 Jun 2022
Delhi,Atliq Grands,Luxury,tripster,08-Jun-22,7328,11908,0.6153846153846154,08 Jun 2022
Delhi,Atliq Grands,Luxury,direct offline,24-May-22,5280,8580,0.6153846153846154,24 May 2022
Mumbai,Atliq Exotica,Luxury,makeyourtrip,06-Jun-22,184722,296230,0.6235762751915741,06 Jun 2022
Mumbai,Atliq Exotica,Luxury,makeyourtrip,06-May-22,184098,296230,0.6214698038686156,06 May 2022
Mumbai,Atliq Exotica,Luxury,tripster,01-Jul-22,70114,108936,0.6436256150400235,01 Jul 2022
Mumbai,Atliq Exotica,Luxury,tripster,09-Jun-22,69776,108936,0.6405228758169934,09 Jun 2022
Mumbai,Atliq Exotica,Luxury,others,14-Jul-22,377242,610212,0.6182146532680446,14 Jul 2022
Mumbai,Atliq Exotica,Luxury,others,13-Jul-22,399554,610212,0.6547789948411372,13 Jul 2022
Mumbai,Atliq Exotica,Luxury,others,10-May-22,392086,610212,0.6425406252253315,10 May 2022
Delhi,Atliq City,Business,tripster,27-May-22,17680,32300,0.5473684210526316,27 May 2022
Delhi,Atliq Blu,Luxury,tripster,15-Jul-22,14993,23287,0.6438356164383562,15 Jul 2022
Delhi,Atliq Blu,Luxury,logtrip,08-Jul-22,21510,34894,0.6164383561643836,08 Jul 2022
Delhi,Atliq Blu,Luxury,others,02-May-22,82386,130743,0.6301369863013698,02 May 2022
Delhi,Atliq Blu,Luxury,direct offline,14-May-22,15436,16571,0.9315068493150684,14 May 2022
Delhi,Atliq Blu,Luxury,direct offline,07-May-22,14755,16571,0.8904109589041096,07 May 2022
Delhi,Atliq Blu,Luxury,journey,17-May-22,8738,18761,0.4657534246575342,17 May 2022
Delhi,Atliq Bay,Luxury,others,25-Jun-22,113796,192276,0.5918367346938775,25 Jun 2022
Delhi,Atliq Bay,Luxury,makeyourtrip,04-Jul-22,44832,91532,0.4897959183673469,04 Jul 2022
Delhi,Atliq Bay,Luxury,makeyourtrip,03-May-22,41096,91532,0.4489795918367347,03 May 2022
Delhi,Atliq Palace,Business,makeyourtrip,15-Jul-22,106288,170352,0.6239316239316239,15 Jul 2022
Mumbai,Atliq Grands,Luxury,logtrip,23-May-22,27930,58140,0.4803921568627451,23 May 2022
Mumbai,Atliq Grands,Luxury,direct online,17-May-22,19040,48552,0.39215686274509803,17 May 2022
Mumbai,Atliq City,Business,direct online,17-Jul-22,44676,75276,0.5934959349593496,17 Jul 2022
Mumbai,Atliq City,Business,others,25-Jun-22,176256,301104,0.5853658536585366,25 Jun 2022
Mumbai,Atliq City,Business,logtrip,09-Jul-22,58918,81426,0.7235772357723578,09 Jul 2022
Mumbai,Atliq City,Business,journey,12-Jul-22,21000,43050,0.4878048780487805,12 Jul 2022
Mumbai,Atliq Blu,Luxury,others,01-Jun-22,89502,181135,0.49411764705882355,01 Jun 2022
Mumbai,Atliq Blu,Luxury,direct online,10-May-22,27336,45560,0.6,10 May 2022
Mumbai,Atliq Bay,Luxury,tripster,08-May-22,12650,20999,0.6024096385542169,08 May 2022
Mumbai,Atliq Bay,Luxury,direct online,06-Jul-22,12096,27888,0.43373493975903615,06 Jul 2022
Mumbai,Atliq Palace,Business,others,10-Jun-22,163548,269984,0.6057692307692307,10 Jun 2022
Mumbai,Atliq Palace,Business,logtrip,21-Jun-22,37098,71448,0.5192307692307693,21 Jun 2022
Hyderabad,Atliq Grands,Luxury,makeyourtrip,18-Jul-22,34706,85358,0.4065934065934066,18 Jul 2022
Hyderabad,Atliq Grands,Luxury,makeyourtrip,27-May-22,42210,85358,0.4945054945054945,27 May 2022
Hyderabad,Atliq Grands,Luxury,makeyourtrip,11-May-22,45024,85358,0.5274725274725275,11 May 2022
Hyderabad,Atliq Grands,Luxury,others,25-May-22,79376,164164,0.4835164835164835,25 May 2022
Hyderabad,Atliq Grands,Luxury,others,01-May-22,115456,164164,0.7032967032967034,01 May 2022
Hyderabad,Atliq Grands,Luxury,logtrip,20-May-22,17594,42133,0.4175824175824176,20 May 2022
Hyderabad,Atliq Grands,Luxury,direct online,23-Jun-22,17328,41496,0.4175824175824176,23 Jun 2022
Hyderabad,Atliq Exotica,Luxury,direct offline,05-Jun-22,22113,34944,0.6328125,05 Jun 2022
Hyderabad,Atliq Exotica,Luxury,direct offline,17-May-22,13104,34944,0.375,17 May 2022
Hyderabad,Atliq City,Business,makeyourtrip,08-May-22,130977,144207,0.908256880733945,08 May 2022
Hyderabad,Atliq City,Business,journey,02-Jul-22,38906,43273,0.8990825688073395,02 Jul 2022
Hyderabad,Atliq Blu,Luxury,makeyourtrip,22-Jun-22,62016,138244,0.4485981308411215,22 Jun 2022
Hyderabad,Atliq Blu,Luxury,journey,21-Jul-22,20100,43014,0.4672897196261682,21 Jul 2022
Hyderabad,Atliq Blu,Luxury,journey,21-May-22,31758,43014,0.7383177570093458,21 May 2022
Hyderabad,Atliq Bay,Luxury,logtrip,22-Jul-22,45843,94017,0.48760330578512395,22 Jul 2022
Hyderabad,Atliq Bay,Luxury,direct offline,24-Jul-22,33660,47916,0.7024793388429752,24 Jul 2022
Hyderabad,Atliq Palace,Business,journey,01-Jul-22,15200,29488,0.5154639175257731,01 Jul 2022
Hyderabad,Atliq Palace,Business,logtrip,10-Jul-22,34500,48500,0.711340206185567,10 Jul 2022
Bangalore,Atliq Grands,Luxury,direct online,25-May-22,22224,49541,0.4485981308411215,25 May 2022
Bangalore,Atliq Exotica,Luxury,others,08-May-22,134067,184585,0.7263157894736842,08 May 2022
Bangalore,Atliq Exotica,Luxury,tripster,09-May-22,16560,34200,0.4842105263157895,09 May 2022
Bangalore,Atliq Exotica,Luxury,direct offline,29-May-22,14427,21755,0.6631578947368421,29 May 2022
Bangalore,Atliq City,Business,tripster,08-May-22,37410,43065,0.8686868686868687,08 May 2022
Bangalore,Atliq City,Business,others,12-May-22,157440,243540,0.6464646464646465,12 May 2022
Bangalore,Atliq City,Business,direct online,31-May-22,31722,61578,0.5151515151515151,31 May 2022
Bangalore,Atliq City,Business,direct offline,06-May-22,18544,30096,0.6161616161616161,06 May 2022
Bangalore,Atliq Blu,Luxury,direct offline,30-Jul-22,21868,36036,0.6068376068376068,30 Jul 2022
Bangalore,Atliq Blu,Luxury,direct offline,15-Jul-22,17248,36036,0.47863247863247865,15 Jul 2022
Bangalore,Atliq Blu,Luxury,direct offline,27-Jun-22,17556,36036,0.48717948717948717,27 Jun 2022
Bangalore,Atliq Bay,Luxury,direct online,22-May-22,49883,57696,0.8645833333333334,22 May 2022
Bangalore,Atliq Palace,Business,tripster,04-May-22,20124,42570,0.4727272727272727,04 May 2022
Mumbai,Atliq Seasons,Business,others,24-May-22,66461,157237,0.422680412371134,24 May 2022
Mumbai,Atliq Seasons,Business,direct online,20-Jun-22,14140,39188,0.36082474226804123,20 Jun 2022
Mumbai,Atliq Seasons,Business,makeyourtrip,09-May-22,30970,79055,0.3917525773195876,09 May 2022
Mumbai,Atliq Seasons,Business,journey,24-Jun-22,8028,21631,0.3711340206185567,24 Jun 2022
Mumbai,Atliq Seasons,Business,direct offline,23-May-22,8118,19206,0.422680412371134,23 May 2022
Delhi,Atliq Grands,Luxury,others,27-May-22,41728,67808,0.6153846153846154,27 May 2022
Delhi,Atliq Grands,Luxury,logtrip,25-Jul-22,9126,18252,0.5,25 Jul 2022
Delhi,Atliq Grands,Luxury,logtrip,13-Jun-22,9828,18252,0.5384615384615384,13 Jun 2022
Delhi,Atliq Grands,Luxury,makeyourtrip,10-Jun-22,22176,32032,0.6923076923076923,10 Jun 2022
Mumbai,Atliq Exotica,Luxury,direct online,13-Jun-22,94240,152883,0.6164190917237364,13 Jun 2022
Mumbai,Atliq Exotica,Luxury,logtrip,25-Jun-22,119738,171611,0.6977291665452681,25 Jun 2022
Delhi,Atliq Blu,Luxury,logtrip,17-May-22,16252,34894,0.4657534246575342,17 May 2022
Delhi,Atliq Blu,Luxury,makeyourtrip,06-May-22,40436,67087,0.6027397260273972,06 May 2022
Delhi,Atliq Blu,Luxury,makeyourtrip,04-May-22,41355,67087,0.6164383561643836,04 May 2022
Delhi,Atliq Blu,Luxury,others,06-Jun-22,82386,130743,0.6301369863013698,06 Jun 2022
Delhi,Atliq Bay,Luxury,others,07-Jul-22,94176,192276,0.4897959183673469,07 Jul 2022
Delhi,Atliq Bay,Luxury,others,25-May-22,100062,192276,0.5204081632653061,25 May 2022
Delhi,Atliq Bay,Luxury,journey,11-May-22,14050,27538,0.5102040816326531,11 May 2022
Delhi,Atliq Bay,Luxury,direct offline,22-Jun-22,8619,21658,0.3979591836734694,22 Jun 2022
Delhi,Atliq Palace,Business,others,25-Jul-22,192654,341523,0.5641025641025641,25 Jul 2022
Delhi,Atliq Palace,Business,tripster,26-May-22,34000,58500,0.5811965811965812,26 May 2022
Delhi,Atliq Palace,Business,makeyourtrip,25-Jul-22,96096,170352,0.5641025641025641,25 Jul 2022
Delhi,Atliq Palace,Business,makeyourtrip,14-Jun-22,107744,170352,0.6324786324786325,14 Jun 2022
Delhi,Atliq Palace,Business,direct offline,18-Jul-22,19551,40131,0.48717948717948717,18 Jul 2022
Delhi,Atliq Palace,Business,direct offline,27-May-22,25382,40131,0.6324786324786325,27 May 2022
Delhi,Atliq Palace,Business,direct online,01-Jun-22,45890,82602,0.5555555555555556,01 Jun 2022
Mumbai,Atliq Grands,Luxury,journey,11-Jun-22,22348,30804,0.7254901960784313,11 Jun 2022
Mumbai,Atliq Grands,Luxury,tripster,21-Jun-22,15372,37332,0.4117647058823529,21 Jun 2022
Mumbai,Atliq Grands,Luxury,tripster,23-May-22,17934,37332,0.4803921568627451,23 May 2022
Mumbai,Atliq City,Business,makeyourtrip,23-Jun-22,62608,148092,0.42276422764227645,23 Jun 2022
Mumbai,Atliq City,Business,makeyourtrip,28-May-22,108360,148092,0.7317073170731707,28 May 2022
Mumbai,Atliq City,Business,makeyourtrip,10-May-22,74648,148092,0.5040650406504065,10 May 2022
Mumbai,Atliq Blu,Luxury,others,21-Jun-22,98026,181135,0.5411764705882353,21 Jun 2022
Mumbai,Atliq Bay,Luxury,direct online,19-Jun-22,14448,27888,0.5180722891566265,19 Jun 2022
Mumbai,Atliq Palace,Business,others,23-Jun-22,137588,269984,0.5096153846153846,23 Jun 2022
Mumbai,Atliq Palace,Business,tripster,05-May-22,29648,45344,0.6538461538461539,05 May 2022
Mumbai,Atliq Palace,Business,logtrip,31-May-22,41220,71448,0.5769230769230769,31 May 2022
Mumbai,Atliq Palace,Business,logtrip,20-May-22,40533,71448,0.5673076923076923,20 May 2022
Hyderabad,Atliq Grands,Luxury,tripster,04-May-22,15168,28756,0.5274725274725275,04 May 2022
Hyderabad,Atliq Grands,Luxury,logtrip,09-Jul-22,31484,42133,0.7472527472527473,09 Jul 2022
Hyderabad,Atliq Grands,Luxury,logtrip,08-Jun-22,21298,42133,0.5054945054945055,08 Jun 2022
Hyderabad,Atliq Grands,Luxury,direct online,17-Jul-22,25080,41496,0.6043956043956044,17 Jul 2022
Hyderabad,Atliq Grands,Luxury,direct online,07-Jun-22,22800,41496,0.5494505494505495,07 Jun 2022
Hyderabad,Atliq Exotica,Luxury,journey,17-May-22,14640,39040,0.375,17 May 2022
Hyderabad,Atliq Exotica,Luxury,others,24-May-22,113076,268032,0.421875,24 May 2022
Hyderabad,Atliq Exotica,Luxury,logtrip,25-Jul-22,22458,75648,0.296875,25 Jul 2022
Hyderabad,Atliq Exotica,Luxury,direct online,14-Jun-22,30250,70400,0.4296875,14 Jun 2022
Hyderabad,Atliq City,Business,journey,06-May-22,26599,43273,0.6146788990825688,06 May 2022
Hyderabad,Atliq City,Business,tripster,06-Jun-22,32832,49704,0.6605504587155964,06 Jun 2022
Hyderabad,Atliq Bay,Luxury,journey,02-Jun-22,25547,52393,0.48760330578512395,02 Jun 2022
Hyderabad,Atliq Palace,Business,direct online,24-Jul-22,24136,41807,0.5773195876288659,24 Jul 2022
Hyderabad,Atliq Palace,Business,direct offline,27-Jun-22,11300,21922,0.5154639175257731,27 Jun 2022
Bangalore,Atliq Grands,Luxury,makeyourtrip,21-May-22,48620,94588,0.514018691588785,21 May 2022
Bangalore,Atliq Grands,Luxury,direct online,09-May-22,21761,49541,0.4392523364485981,09 May 2022
Bangalore,Atliq Grands,Luxury,direct offline,01-Jul-22,9855,23433,0.4205607476635514,01 Jul 2022
Bangalore,Atliq Exotica,Luxury,makeyourtrip,05-Jun-22,62444,88540,0.7052631578947368,05 Jun 2022
Bangalore,Atliq Exotica,Luxury,makeyourtrip,03-Jun-22,38212,88540,0.43157894736842106,03 Jun 2022
Bangalore,Atliq Exotica,Luxury,logtrip,10-Jul-22,34476,48165,0.7157894736842105,10 Jul 2022
Bangalore,Atliq City,Business,direct online,20-May-22,31722,61578,0.5151515151515151,20 May 2022
Bangalore,Atliq Blu,Luxury,direct offline,11-May-22,18172,36036,0.5042735042735043,11 May 2022
Bangalore,Atliq Blu,Luxury,tripster,01-Jun-22,22236,51012,0.4358974358974359,01 Jun 2022
Bangalore,Atliq Blu,Luxury,tripster,22-May-22,37496,51012,0.7350427350427351,22 May 2022
Bangalore,Atliq Blu,Luxury,direct online,25-Jul-22,29998,66222,0.452991452991453,25 Jul 2022
Bangalore,Atliq Bay,Luxury,makeyourtrip,24-Jul-22,86797,114144,0.7604166666666666,24 Jul 2022
Bangalore,Atliq Bay,Luxury,direct offline,24-Jun-22,14900,28608,0.5208333333333334,24 Jun 2022
Bangalore,Atliq Palace,Business,logtrip,21-Jul-22,27450,67100,0.4090909090909091,21 Jul 2022
Bangalore,Atliq Palace,Business,logtrip,30-Jun-22,32940,67100,0.4909090909090909,30 Jun 2022
Bangalore,Atliq Palace,Business,makeyourtrip,31-Jul-22,67320,112200,0.6,31 Jul 2022
Bangalore,Atliq Palace,Business,makeyourtrip,08-May-22,80580,112200,0.7181818181818181,08 May 2022
Bangalore,Atliq Palace,Business,others,13-Jun-22,126840,249150,0.509090909090909,13 Jun 2022
Bangalore,Atliq Palace,Business,others,03-Jun-22,115515,249150,0.4636363636363636,03 Jun 2022
Bangalore,Atliq Palace,Business,direct online,19-May-22,26215,58850,0.44545454545454544,19 May 2022
Bangalore,Atliq Palace,Business,tripster,29-Jun-22,21672,42570,0.509090909090909,29 Jun 2022
Mumbai,Atliq Seasons,Business,logtrip,25-May-22,18576,41904,0.44329896907216493,25 May 2022
Bangalore,Atliq Blu,Luxury,tripster,07-May-22,37932,51012,0.7435897435897436,07 May 2022
Delhi,Atliq Grands,Luxury,logtrip,21-May-22,12636,18252,0.6923076923076923,21 May 2022
